ATTO PRIMO,ACT ONE
IL CONTE:                          C,OUNT:
Voi la condiscendenza              A,"nd you, pray have the condescension"
di venir meco avrete.              t,o accompany me.
"Madama, eccovi il braccio, andiamo.","My lady, here is my arm.  Let's go."
,
LA CONTESSA:                       C,OUNTESS:
Andiamo.                           L,et's go.
,
IL CONTE:                          C,OUNT:
'Susanna' starà qui                ',Susanna' will remain here
finché torniamo.                   u,ntil we come back.
[Partono.]                         [,They leave.]
,
SCENA IV                           S,CENE IV
Susanna e Cherubino                S,usanna and Cherubino
,
N. 15. Duettino                    N,o. 15.  Duet
,
SUSANNA:                           S,USANNA:
[uscendo dall'alcova in fretta;    [,hurrying out of the alcove
alla porta del gabinetto]          a,nd to the door of the cupboard]
"Aprite, presto, aprite;            O","pen it, quickly, open it;"
"aprite, è la Susanna.              O","pen it, it's Susanna."
"Sortite, via sortite,              C","ome out of there, quick, come out,"
andate via di qua.                 G,et out of here.
,
,
CHERUBINO: [uscendo]               C,HERUBINO: [coming out]
"Oimè, che scena orribile!          O","h, what a horrible scene!"
Che gran fatalità!                 W,hat a catastophe!
,
SUSANNA:                           S,USANNA:
"[accostandosi or ad una, or        [","running to one door,"
ad un'altra porta]                 t,hen the other]
"Di qua, di là.                     G",et out of here!
,
[Cherubino tries both doors],
,
SUSANNA & CHERUBINO:               S,USANNA & CHERUBINO:
"Le porte son serrate,              T","he doors are locked,"
"che mai, che mai sarà!             w",hatever will happen next!
,
CHERUBINO:                         C,HERUBINO:
Qui perdersi non giova.            I, can’t stay here.
,
SUSANNA:                           S,USANNA:
V'uccide se vi trova.              H,e'll kill you if he finds you.
,
CHERUBINO:                         C,HERUBINO:
[affacciandosi alla finestra]      [,looking out of the window]
Veggiamo un po' qui fuori.         I,'ll just look out here.
Dà proprio nel giardino.           I,t looks onto the garden.
[facendo moto di saltar giù]       [,moves as if to jump]
,
SUSANNA:                           S,USANNA:
[trattenendolo]                    [,holding him back]
"Fermate, Cherubino!                D","on't do that, Cherubino!"
Fermate per pietà!                 S,top for pity's sake!
,
CHERUBINO:                         C,HERUBINO:
Qui perdersi non giova.            I, can’t stay here!
,
SUSANNA:                           S,USANNA:
"Fermate, Cherubino!                S","top, Cherubino!"
,
CHERUBINO:                         C,HERUBINO:
M'uccide se mi trova.              H,e'll kill me if he finds me.
,
SUSANNA:                           S,USANNA:
[trattenendolo sempre]             [,still holding him back]
"Tropp'alto per un salto,           I","t's too high to jump,"
fermate per pietà!                 s,top for pity's sake!
,
CHERUBINO:                         C,HERUBINO:
[si scioglie]                      [,preparing to jump]
"Lasciami, pria di nuocerle         L","et me go, before hurting her"
nel fuoco volerei.                 I,'d fly into a fire.
Abbraccio te per lei -             I, embrace you for her -
"addio, così si fa.                 f","arewell, so it goes."
,
SUSANNA:                           S,USANNA:
"Ei va a perire, oh Dei!            I","t's too dangerous, oh God!"
Fermate per pietà; fermate!        S,"top, for pity's sake; stop!"
,
[salta fuori]                      [,Cherubino jumps out]
,
Recitativo                         R,ecitative
,
SUSANNA:                           S,USANNA:
"Oh, guarda il demonietto!          O","h, look at the little devil!"
Come fugge!                        H,ow he runs!
È già un miglio lontano.           H,e's already a mile away.
Ma non perdiamoci invano.          B,ut let's not lose our heads.
"Entriam nel gabinetto,             W","e'll go into the cupboard,"
"venga poi lo smargiasso,           l","et the jealous husband come,"
io qui l'aspetto.                  I,'m waiting for him here.
[entra in gabinetto e si chiude    [,goes into the cupboard and shuts
dietro la porta]                   t,he door behind her]
,
SCENA V                            S,CENE V
"La Contessa, il Conte con martello T","he Countess, the Count holding"
e tenaglia in mano;                h,ammer and pincers;
al suo arrivo esamina              o,n his arrival he checks
tutte le porte.                    a,ll the doors.
,
IL CONTE:                          C,OUNT:
Tutto è come il lasciai:           E,verything is as I left it:
volete dunque                      s,"o, do you want"
"aprir voi stessa, o deggio -       t","o open it yourself, or must I -"
,
LA CONTESSA:                       C,OUNTESS:
"Ahimé, fermate;                    F","or pity's sake, wait;"
e ascoltatemi un poco.             L,isten to me.
Mi credete capace                  D,o you believe me capable
di mancar al dover?                o,f such a failing in my duties?
,
IL CONTE:                          C,OUNT:
Come vi piace.                     A,s you wish.
Entro quel gabinetto               I,'ll go into the closet
chi v'è chiuso vedrò.              a,nd see who's locked in there.
,
LA CONTESSA:                       C,OUNTESS:
"Sì, lo vedrete ...                 Y","es, you'll see him ..."
Ma uditemi tranquillo.             B,"ut listen to me, calmly."
,
IL CONTE:                          C,OUNT:
Non è dunque Susanna!              T,hen it's not Susanna!
,
LA CONTESSA:                       C,OUNTESS:
"No, ma invece è un oggetto         N","o, but instead it's someone"
che ragion di sospetto             w,hom you have no right
non vi deve lasciar.               t,o suspect.
Per questa sera ...                F,or this evening ...
una burla innocente ...            a,n innocent joke ...
di far si disponeva ...            t,o be arranged ...
ed io vi giuro                     a,"nd I swear to you,"
"che l'onor, l'onestà -             t","hat honour, honesty -"
,
IL CONTE:                          C,OUNT:
Chi è dunque! Dite ...             W,"ho is it, then?  Tell me,"
l'ucciderò.                        I,'ll kill him!
,
LA CONTESSA:                       C,OUNTESS:
Sentite!                           L,isten!
"Ah, non ho cor!                    O","h, I can’t!"
,
IL CONTE:                          C,OUNT:
Parlate.                           T,ell me!
,
LA CONTESSA:                       C,OUNTESS:
È un fanciullo ...                 H,e's only a child ...
,
IL CONTE:                          C,OUNT:
Un fanciul! ...                    A, child! ...
,
LA CONTESSA:                       C,OUNTESS:
Sì ... Cherubino ...               Y,es ... Cherubino.
,
IL CONTE:                          C,OUNT:
(E mi farà il destino              I,s it my destiny
ritrovar questo paggio in ogni loco!,) to find this page everywhere I turn!
Come? Non è partito? Scellerati!   W,hat?  He hasn't left?  The traitors!
"Ecco i dubbi spiegati,             H","ere are my doubts explained,"
"ecco l'imbroglio,                  h","ere's that deceit,"
"ecco il raggiro,                   h",ere's the conspiracy
onde m'avverte il foglio.          t,hat the letter warned me about!
,
SCENA VI                           S,CENE VI
La Contessa ed il Conte            T,he Countess and the Count
,
N. 16. Finale                      N,o. 16.  Finale
,
IL CONTE:                          C,OUNT:
[alla porta del gabinetto]         [,at the door of the closet]
"Esci omai, garzon malnato,         C","ome out of there, you ill-born boy,"
"sciagurato, non tardar.            w","retched lad, be quick about it."
,
LA CONTESSA:                       C,OUNTESS:
"Ah, signore, quel furore           A","h, my lord, this fury"
per lui fammi il cor tremar.       m,akes my heart tremble for him.
,
IL CONTE:                          C,OUNT:
E d'opporvi ancor osate?           A,nd you still dare to interfere?
,
LA CONTESSA:                       C,OUNTESS:
"No, sentite ...                    N","o, listen ..."
,
IL CONTE:                          C,OUNT:
Via parlate.                       G,"o on, speak then!"
,
LA CONTESSA:                       C,OUNTESS:
Giuro al ciel ch'ogni sospetto ... I, swear to the heavens that every suspicion -
e lo stato in che il trovate ...   a,nd the state in which you find him ...
sciolto il collo ...               w,ith his collar open ...
nudo il petto ...                  h,is chest bare ...
,
IL CONTE:                          C,OUNT:
Sciolto il collo!                  H,is collar open!
Nudo il petto! Seguitate!          H,is chest bare!  Go on!
,
LA CONTESSA:                       C,OUNTESS:
Per vestir femminee spoglie ...    T,o dress him as a woman ...
,
IL CONTE:                          C,OUNT:
"Ah comprendo, indegna moglie,      O","h, I understand, my unworthy wife,"
mi vo' tosto vendicar.             I,'ll have my revenge now.
,
LA CONTESSA:                       C,OUNTESS:
"Mi fa torto quel trasporto,        T","his fury wrongs me,"
m'oltraggiate a dubitar.           i,n doubting you offend me.
,
IL CONTE:                          C,OUNT:
Qua la chiave!                     G,ive me the key!
,
LA CONTESSA:                       C,OUNTESS:
Egli è innocente.                  H,e's innocent!
[dandogli la chiave]               [,gives him the key]
Voi sapete ...                     Y,ou know ...
,
IL CONTE:                          C,OUNT:
Non so niente.                     I, won't listen to anything.
"Va lontan dagl'occhi miei,         A","nd you, get out of my sight,"
"un'infida, un'empia sei            y","ou're a cruel traitress,"
e mi cerchi d'infamar.             a,nd you're trying to shame me.
,
LA CONTESSA:                       C,OUNTESS:
Vado ... sì ... ma ...             I,"'m going, but ..."
,
IL CONTE:                          C,OUNT:
Non ascolto.                       I, won't listen!
,
LA CONTESSA:                       C,OUNTESS:
Non son rea.                       I,'m not guilty!
,
IL CONTE:                          C,OUNT:
Vel leggo in volto!                I, read it in your face!
"Mora, mora, e più non sia,         H","e dies, and will no longer be"
ria cagion del mio penar.          t,he cause of my troubles.
,
LA CONTESSA:                       C,OUNTESS:
"Ah, la cieca gelosia               A","h, his blind jealousy"
qualche eccesso gli fa far.        d,rives him to such excesses!
,
SCENA VII                          S,CENE VII
I suddetti e Susanna               T,he above and Susanna
,
[Il Conte apre il gabinetto e     [T,he Count throws open the door
"Susanna esce sulla porta, ed ivi  of"," the closet, and Susanna"
si ferma.]                        st,eps out.]
,
IL CONTE:                          C,OUNT:
Susanna!                           S,usanna!
,
LA CONTESSA:                       C,OUNTESS:
Susanna!                           S,usanna!
,
SUSANNA:                           S,USANNA:
"Signore,                           M","y lord,"
cos'è quel stupore?                w,hy this uncertainty?
"Il brando prendete,                T","ake your sword,"
"il paggio uccidete,                K",ill the page!
"quel paggio malnato,               t",hat same ill-born boy
vedetelo qua.                      s,tands here before you.
,
IL CONTE:                          C,OUNT:
(Che scola! La testa               (,What a shock!
girando mi va.)                    M,y head spins.)
,
LA CONTESSA:                       C,OUNTESS:
"(Che storia è mai questa,         (W","hat a story this is,"
Susanna v'è là.)                   S,usanna is there!)
,
SUSANNA:                           S,USANNA:
"(Confusa han la testa,             (","They're stupefied,"
non san come va.)                  t,hey don't know what's going on.)
,
IL CONTE:                          C,OUNT:
Sei sola?                          O,nly you in there?
,
SUSANNA:                           S,USANNA:
"Guardate,                          L","ook,"
qui ascoso sarà.                   a,nd find out for yourself.
,
IL CONTE:                          C,OUNT:
"Guardiamo, qui ascoso sarà.        I",'ll look and find out for myself.
[entra nel gabinetto]              [,goes into the closet]
,
,
SCENA VIII                         S,CENE VIII
"Susanna, la Contessa e poi il Conte."," Susanna, the Countess then the Count"
,
LA CONTESSA:                       C,OUNTESS:
"Susanna, son morta,                S","usanna, I'm dead,"
il fiato mi manca.                 m,y breath fails me.
,
SUSANNA:                           S,USANNA:
[addita alla Contessa la finestra  [,indicates the window from which
onde è saltato Cherubino]          C,herubino leapt]
"Più lieta, più franca,             E","verything's alright,"
in salvo è di già.                 h,e's already safe.
,
IL CONTE:                          C,OUNT:
[esce dal gabinetto]               [,coming out of the closet]
Che sbaglio mai presi!             W,hat a mistake I made!
Appena lo credo;                   I, can hardly believe it;
se a torto v'offesi                i,f you took offence at the injuries
perdono vi chiedo;                 I, ask your pardon;
ma far burla simile                b,ut to play such games
è poi crudeltà.                    i,s too cruel.
,
LA CONTESSA & SUSANNA:             C,OUNTESS & SUSANNA:
Le vostre follie                   Y,our foolishness
non mertan pietà.                  d,eserves no pity.
,
IL CONTE:                          C,OUNT:
Io v'amo.                          I, love you.
,
LA CONTESSA:                       C,OUNTESS:
Nol dite!                          D,on't say that!
,
IL CONTE:                          C,OUNT:
Vel giuro.                         I, swear it!
,
LA CONTESSA:                       C,OUNTESS:
Mentite.                           Y,ou're lying.
"Son l'empia, l'infida              I",'m the cruel traitress
che ognora v'inganna.              w,ho is always deceiving you.
,
IL CONTE:                          C,OUNT:
"Quell'ira, Susanna,                H","er fury, Susanna!"
m'aita a calmar.                   H,elp me to calm her.
,
SUSANNA:                           S,USANNA:
Così si condanna                   T,hus the over-suspicious
chi può sospettar.                 a,re condemned.
,
LA CONTESSA:                       C,OUNTESS:
Adunque la fede                    T,hen the faithfulness
d'un'anima amante                  o,f a lover's soul
sì fiera mercede                   c,ould only ever hope
doveva sperar?                     f,or such a cruel reward?
[quasi piangendo]                  [,almost crying]
,
IL CONTE:                          C,OUNT:
"Quell'ira, Susanna,                T","hat fury, Susanna!"
m'aita a calmar.                   H,elp me to calm her.
,
SUSANNA:                           S,USANNA:
Così si condanna                   T,hus the over-suspicious
chi può sospettar.                 a,re condemned.
[consolando alla Contessa]         [,comforting the Countess]
Signora!                           M,y lady!
,
IL CONTE:                          C,OUNT:
Rosina!                            R,osina!
,
LA CONTESSA:                       C,OUNTESS:
[al Conte]                         [,to the Count]
Crudele!                           C,ruel man!
Più quella non sono;               I, am no longer she;
ma il misero oggetto               b,ut the miserable victim
del vostro abbandono               o,"f your desertion,"
che avete diletto                  y,"ou, who now take delight"
di far disperar.                   i,n causing her pain.
,
IL CONTE:                          C,OUNT:
"Confuso, pentito,                  I","'m humiliated, I repent,"
"son troppo punito,                 I","'ve been punished enough,"
abbiate pietà.                     h,ave pity.
,
SUSANNA:                           S,USANNA:
"Confuso, pentito,                  H","e's humiliated, he repents,"
"è troppo punito,                   h","e's been punished enough,"
abbiate pietà.                     h,ave pity.
,
LA CONTESSA:                       C,OUNTESS:
Soffrir sì gran torto              T,his soul doesn't know
quest'alma non sa.                 h,ow to suffer such wrongs.
,
IL CONTE:                          C,OUNT:
Ma il paggio rinchiuso?            B,ut the page locked in the closet?
,
,
LA CONTESSA:                       C,OUNTESS:
Fu sol per provarvi.               O,nly to test you.
,
IL CONTE:                          C,OUNT:
"Ma i tremiti, i palpiti?           B",ut your tremblings and shakings?
,
LA CONTESSA:                       C,OUNTESS:
Fu sol per burlarvi.               O,nly to tease you.
,
IL CONTE:                          C,OUNT:
Ma un foglio sì barbaro?           B,ut that cruel letter?
,
LA CONTESSA & SUSANNA:             C,OUNTESS & SUSANNA:
"Di Figaro è il foglio,             W","as written by Figaro,"
e a voi per Basilio.               a,nd sent you by Basilio.
,
IL CONTE:                          C,OUNT:
Ah perfidi! Io voglio ...          A,h traitors!  I'll ...
,
LA CONTESSA & SUSANNA:             C,OUNTESS & SUSANNA:
Perdono non merta                  H,e doesn't deserve pity
chi agli altri nol da.             w,ho won't give it to others.
,
IL CONTE:                          C,OUNT:
"Ebben, se vi piace                 W","ell then, if it pleases you"
comune è la pace;                  w,e'll all have peace;
Rosina inflessibile                R,osina wouldn't
con me non sarà.                   b,e so unyielding with me.
,
LA CONTESSA:                       C,OUNTESS:
"Ah quanto, Susanna,                A","h, Susanna,"
son dolce di core!                 h,ow soft my heart is!
Di donne al furore                 W,ho will ever believe again
chi più crederà?                   i,n woman's fury?
,
SUSANNA:                           S,USANNA:
"Cogl'uomin, signora,               W","ith men, my lady,"
"girate, volgete,                   y",ou twist and you turn;
vedrete che ognora                 y,ou'll see that's where
si cade poi là.                    w,e fall down every time.
,
IL CONTE:                          C,OUNT:
Guardatemi ...                     L,ook at me ...
,
LA CONTESSA:                       C,OUNTESS:
Ingrato!                           U,ngrateful man!
,
IL CONTE:                          C,OUNT:
"Ho torto, e mi pento.              I","'ve wronged you, and I repent it."
,
"LA CONTESSA, SUSANNA & IL CONTE:   C","OUNTESS, SUSANNA & COUNT:"
Da questo momento                  F,rom this moment
quest'alma a conoscermi/la/vi      t,his soul will try better
apprender potrà.                   t,o understand me/her/you.
,
SCENA IX                           S,CENE IX
I suddetti e Figaro                T,he above and Figaro
,
FIGARO:                            F,IGARO:
"Signori, di fuori                  M","y lord and my lady,"
son già i suonatori.               t,he minstrels are here.
"Le trombe sentite,                 Y","ou hear the trumpets,"
"i pifferi udite,                   y","ou hear the pipes,"
"tra canti, tra balli               w","ith the singing, with the dancing"
de' nostri vassalli                o,f our subjects
"corriamo, voliamo                  l","et's run, fly"
le nozze a compir.                 t,o begin the wedding.
[prendendo Susanna sotto il braccio], [takes Susanna's arm]
,
IL CONTE:                          C,OUNT:
"Pian piano, men fretta;            J","ust a moment, not so fast;"
,
FIGARO:                            F,IGARO:
La turba m'aspetta.                T,he crowd awaits me.
,
IL CONTE:                          C,OUNT:
Un dubbio toglietemi               J,ust clear up a doubt for me
in pria di partir.                 b,efore you go.
,
"LA CONTESSA, SUSANNA & FIGARO:     C","OUNTESS, SUSANNA & FIGARO:"
La cosa è scabrosa;                T,his business is tricky;
com'ha da finir!                   h,ow will it end!
,
IL CONTE:                          C,OUNT:
(Con arte le carte                 (,I must play my hand well)
convien qui scoprir.),
[a Figaro]                         [,to Figaro]
"Conoscete, signor Figaro,          D","o you know, signor Figaro,"
[mostrandogli il foglio]           [,showing him the letter]
questo foglio chi vergò?           w,ho wrote this letter here?
,
FIGARO:                            F,IGARO:
Nol conosco ...                    I, don't know it ...
,
"SUSANNA, LA CONTESSA & IL CONTE:   S","USANNA, COUNTESS & COUNT:"
Nol conosci?                       Y,ou don't know?
,
FIGARO:                            F,IGARO:
"No, no, no!                        N","o, no, no!"
,
SUSANNA:                           S,USANNA:
E nol desti a Don Basilio ...      A,nd you never gave it to Basilio ...
,
LA CONTESSA:                       C,OUNTESS:
Per recarlo ...                    T,o bear to him ...
,
IL CONTE:                          C,OUNT:
Tu c'intendi ...                   Y,ou understand us ...
,
FIGARO:                            F,IGARO:
"Oibò, oibò.                        N","o, no."
,
SUSANNA:                           S,USANNA:
E non sai del damerino ...         A,nd you don't know of that dandy ...
,
LA CONTESSA:                       C,OUNTESS:
Che stasera nel giardino ...       W,"ho tonight, in the garden ..."
,
IL CONTE:                          C,OUNT:
Già capisci ...                    U,nderstand?
,
FIGARO:                            F,IGARO:
Io non lo so.                      N,o.
,
IL CONTE:                          C,OUNT:
Cerchi invan difesa e scusa        Y,ou search in vain for defences and excuses
"il tuo ceffo già t'accusa,         y","our face already accuses you,"
vedo ben che vuoi mentir.          I, can see well that you want to lie.
,
FIGARO:                            F,IGARO:
"Mente il ceffo, io già non mento.  W","ell then, my face is lying, not I."
,
LA CONTESSA & SUSANNA:             C,OUNTESS & SUSANNA:
Il talento aguzzi invano           A,ll your talent's in vain
"palesato abbiam l'arcano,          w","e have revealed the secret,"
non v'è nulla da ridir.            t,here's nothing more to say.
,
,
IL CONTE:                          C,OUNT:
Che rispondi?                      S,o what do you say?
,
FIGARO:                            F,IGARO:
"Niente, niente.                    N",othing.
,
IL CONTE:                          C,OUNT:
Dunque accordi?                    T,hen you own it?
,
FIGARO:                            F,IGARO:
Non accordo.                       N,"o, I don't, sir!"
,
SUSANNA & LA CONTESSA:             S,USANNA & COUNTESS:
"Eh via, chetati, balordo,          H","old your tongue, you fool,"
la burletta ha da finir.           t,he comedy is over.
,
FIGARO:                            F,IGARO:
Per finirla lietamente             T,"hen, to end it properly"
e all'usanza teatrale              a,nd in accordance with theatrical tradition
un'azion matrimoniale              w,e now go to continue
le faremo ora seguir.              w,ith our marriage ceremony.
,
"LA CONTESSA, SUSANNA & FIGARO:     C","OUNTESS, SUSANNA & FIGARO:"
[al Conte]                         [,to the Count]
"Deh signor, nol contrastate,       O","h, my lord, don't cross them/us,"
consolate i lor/miei desir.        f,ulfil their/my wishes.
,
IL CONTE:                          C,OUNT:
"(Marcellina, Marcellina!           (","Marcellina, Marcellina!"
Quanto tardi a comparir!)          H,ow slow you are in beginning!)
,
SCENA X                            S,CENE X
I suddetti ed Antonio giardiniere  T,he above and Antonio the gardener with a
con un vaso di garofani schiacciato., crushed pot of carnations.
,
ANTONIO:                           A,NTONIO:
"Ah, signor ... signor ...          O","h, my lord, my lord ..."
,
IL CONTE:                          C,OUNT:
Cosa è stato? ...                  W,hat's happened? ...
,
ANTONIO:                           A,NTONIO:
Che insolenza! Chi'l fece! Chi fu! W,hat insolence!  Who did it!  Who was it!
,
"LA CONTESSA, SUSANNA,              C","OUNTESS, SUSANNA,"
IL CONTE & FIGARO:                 C,OUNT & FIGARO:
"Cosa dici, cos'hai, cosa è nato?   W","hat are you saying, what have you got,"
, what's happened?
,
ANTONIO:                           A,NTONIO:
Ascoltate ...                      L,isten ...
,
"LA CONTESSA, SUSANNA,              C","OUNTESS, SUSANNA,"
IL CONTE & FIGARO:                 C,OUNT & FIGARO:
"Via, parla, di', su.               G","o on, speak, tell us!"
,
ANTONIO:                           A,NTONIO:
Dal balcone che guarda in giardino F,rom the balcony that looks into the garden
"mille cose ogni dì gittar veggio,  I"," see many things thrown down every day,"
"e poc'anzi, può darsi di peggio,   a","nd today, which is the worst,"
"vidi un uom, signor mio, gittar giù."," I saw a man, my lord, thrown down!"
,
IL CONTE:                          C,OUNT:
Dal balcone?                       F,rom the balcony?
,
ANTONIO:                           A,NTONIO:
[mostrandogli il vaso]             [,showing him the pot]
Vedete i garofani?                 S,ee my carnations?
,
IL CONTE:                          C,OUNT:
In giardino?                       I,nto the garden?
,
ANTONIO:                           A,NTONIO:
Sì!                                Y,es!
,
SUSANNA & LA CONTESSA:             S,USANNA & COUNTESS:
[piano a Figaro]                   [,softly to Figaro]
"Figaro, all'erta.                  F","igaro, look out!"
,
IL CONTE:                          C,OUNT:
Cosa sento!                        W,hat's this I hear!
,
"SUSANNA, LA CONTESSA & FIGARO:     S","USANNA, COUNTESS & FIGARO:"
"Costui ci sconcerta,               (","This doesn't look good),"
quel briaco che viene far qui?     W,hat's that drunkard come here for?
,
IL CONTE:                          C,OUNT:
[ad Antonio]                       [,to Antonio]
"Dunque un uom ... ma dov'è,        S","o a man ...  but where,"
dov'è gito?                        w,here was he thrown?
,
ANTONIO:                           A,NTONIO:
"Ratto, ratto, il birbone è fuggito T",he scoundrel ran away
e ad un tratto di vista m'uscì.    a,nd left my line of sight.
,
SUSANNA:                           S,USANNA:
[piano a Figaro]                   [,softly Figaro]
Sai che il paggio ...              Y,ou know that the page ...
,
FIGARO:                            F,IGARO:
[piano a Susanna]                  [,softly to Susanna]
"So tutto, lo vidi.                 I"," know it all, I saw him."
"(forte, ridendo)                   [","aloud, laughing]"
"Ah, ah, ah, ah!                    H","a, ha, ha, ha!"
,
IL CONTE:                          C,OUNT:
Taci là.                           Q,uiet there.
,
ANTONIO:                           A,NTONIO:
[a Figaro]                         [,to Figaro]
Cosa ridi?                         W,hat are you laughing at?
,
FIGARO:                            F,IGARO:
[ad Antonio]                       [,to Antonio]
Tu sei cotto dal sorger del dì.    Y,ou're drunk from the break of day.
,
IL CONTE:                          C,OUNT:
[ad Antonio]                       [,to Antonio]
Or ripetimi: un uom dal balcone -  N,ow tell me again: a man from the balcony -
,
ANTONIO:                           A,NTONIO:
Dal balcone ...                    F,rom the balcony ...
,
IL CONTE:                          C,OUNT:
In giardino ...                    I,nto the garden ...
,
ANTONIO:                           A,NTONIO:
In giardino ...                    I,nto the garden ...
,
"SUSANNA, LA CONTESSA & FIGARO:     S","USANNA, COUNTESS & FIGARO:"
"Ma, signore,                       B","ut, my lord,"
se in lui parla il vino!           i,f it's the wine speaking in him!
,
IL CONTE:                          C,OUNT:
[ad Antonio]                       [,to Antonio]
"Segui pure, né in volto il vedesti?","Go on anyway, did you see his face?"
,
,
ANTONIO:                           A,NTONIO:
"No, nol vidi.                      N","o, I didn't see."
,
SUSANNA & LA CONTESSA:             S,USANNA & COUNTESS:
[piano a Figaro]                   [,softly to Figaro]
"Olá, Figaro, ascolta!              Q","uick, Figaro, listen!"
,
FIGARO:                            F,IGARO:
[ad Antonio]                       [,to Antonio]
"Via, piangione, sta zitto una volta,"," Go on, you old fool, do be quiet for one"
,     minute!
per tre soldi far tanto tumulto!   T,o make such a fuss for a few carnations!
Giacché il fatto non può star occult,"o, Since it can't be concealed any longer,"
sono io stesso saltato di lì.      i,t was I who jumped down from there.
,
IL CONTE:                          C,OUNT:
Chi? Voi stesso?                   W,ho?  It was you?
,
SUSANNA & LA CONTESSA:             S,USANNA & COUNTESS:
Che testa! Che ingegno!            W,hat a mind!  What genius!
,
FIGARO:                            F,IGARO:
[al Conte]                         [,to the Count]
Che stupor!                        W,hat confusion?
,
ANTONIO:                           A,NTONIO:
[a Figaro]                         [,to Figaro]
Chi? Voi stesso?                   W,ho? It was you?
,
IL CONTE:                          C,OUNT:
Già creder nol posso.              I, can't believe it.
,
ANTONIO:                           A,NTONIO:
[a Figaro]                         [,to Figaro]
Come mai diventaste sì grosso?     H,ow did you grow so big?
Dopo il salto non foste così.      Y,ou weren't like that when you jumped.
,
FIGARO:                            F,IGARO:
A chi salta succede così.          T,hat happens when people jump.
,
ANTONIO:                           A,NTONIO:
Chi'l direbbe?                     W,ho says so?
,
SUSANNA & LA CONTESSA:             S,USANNA & COUNTESS:
[a Figaro]                         [,to Figaro]
Ed insiste quel pazzo!             A,nd the fool insists!
,
,
IL CONTE:                          C,OUNT:
[ad Antonio]                       [,to Antonio]
Tu che dici?                       W,hat do you say?
,
ANTONIO:                           A,NTONIO:
A me parve il ragazzo.             T,"o me, it looked like that boy."
,
IL CONTE:                          C,OUNT:
Cherubin!                          C,herubino!
,
SUSANNA & LA CONTESSA:             S,USANNA & COUNTESS [aside]:
Maledetto!                         C,urse him!
,
FIGARO:                            F,IGARO:
Esso appunto                       B,"ut of course,"
"da Siviglia a cavallo qui giunto,  h",e rode all the way back here on horseback
," from Seville,"
da Siviglia ov'ei forse sarà.      w,hich he must have reached by now.
,
ANTONIO:                           A,NTONIO:
"Questo no, questo no,              N","o, no,"
che il cavallo                     I, saw no horse
io non vidi saltare di là.         j,ump down from that window.
,
IL CONTE:                          C,OUNT:
Che pazienza! Finiam questo ballo! T,hat's enough!  Let's finish this!
,
SUSANNA & LA CONTESSA:             S,USANNA & COUNTESS:
"Come mai, giusto ciel, finirà?     H","eavens, how will this end?"
,
IL CONTE:                          C,OUNT:
[a Figaro]                         [,to Figaro]
Dunque tu..                        S,o you ...
,
FIGARO:                            F,IGARO:
Saltai giù.                        I, jumped down.
,
IL CONTE:                          C,OUNT:
Ma perché?                         B,ut why?
,
FIGARO:                            F,IGARO:
Il timor ...                       F,or fear ...
,
IL CONTE:                          C,OUNT:
Che timor?                         F,ear of what?
,
FIGARO:                            F,IGARO:
[additando la camera delle serve]  [,indicating his and Susanna's room]
Là rinchiuso                       W,aiting in there
aspettando quel caro visetto ...   f,or a sight of that sweet face ...
"Tippe tappe, un sussurro fuor d'uso,", I heard an unusual clamour ...
"voi gridaste! lo scritto biglietto,",you shouted. I thought of the letter ...
saltai giù dal terrore confuso ... I, jumped in panic ...
[fingendo d'aversi stroppiato      [,feigns a twisted ankle]
il piede],
e stravolto m'ho un nervo del pie'!,and I sprained my ankle!
,
ANTONIO:                           A,NTONIO:
[porgendo a Figaro alcune          [,about to give Figaro
carte chiuse]                      s,ome folded papers]
Vostre dunque saran queste carte   T,hen these will be your papers
che perdeste ...                   w,hich you lost ...
,
IL CONTE:                          C,OUNT:
[togliendogliele]                  [,taking them from him]
"Olà, porgile a me.                 O",h! give them to me!
,
,
FIGARO:                            F,IGARO:
[piano alla Contessa e Susanna]    [,softly to the Countess and Susanna]
Sono in trappola.                  N,ow I'm in a spot.
,
SUSANNA & LA CONTESSA:             S,USANNA & COUNTESS:
[piano a Figaro]                   [,softly Figaro]
"Figaro, all'erta.                  F","igaro, look out!"
,
IL CONTE:                          C,OUNT:
[apre il foglio e lo chiude tosto] [,opens the papers and quickly closes them
,  again]
"Dite un po', questo foglio cos'è?  T","ell me now, what are these papers?"
,
FIGARO:                            F,IGARO:
[cavando di tasca alcune           [,taking out many other papers
carte per guardare]                f,rom his pockets and looking through them]
"Tosto, tosto ...                   J",ust a moment ...
ne ho tanti - aspettate.           I, have so many - wait.
,
ANTONIO:                           A,NTONIO:
Sarà forse il sommario de' debiti. P,erhaps it's a list of your debtors.
,
FIGARO:                            F,IGARO:
"No, la lista degl'osti.            I",'d say the ale houses.
,
IL CONTE:                          C,OUNT:
[a Figaro]                         [,to Figaro]
Parlate.                           S,peak.
[ad Antonio]                       [,to Antonio]
E tu lascialo; e parti.            A,"nd you, let him be; and leave."
,
"SUSANNA, LA CONTESSA & FIGARO:     S","USANNA, COUNTESS & FIGARO:"
[ad Antonio]                       [,to Antonio]
"Lascialo/Lasciami, e parti.        L","et him/me be, and leave."
,
ANTONIO:                           A,NTONIO:
"Parto, sì, ma se torno a trovarti- I","'m going, yes, but if I come back and find"
,you ...
,
